exp_id	timestamp	protocol	dataset	endpoint	feature	model	seed	epochs	fold	status	train_cindex	val_cindex	test_cindex	command	log_path	result_path	interpretation
smoke_kirc_uni_os_meanmil_fold0	2026-07-16T10:35:23+08:00	rrtmil_official_5fold_partial	KIRC	OS	UNI	MeanMIL	1	1	0	completed_then_manual_stop	0.6428	0.6687	NA	"cd /data15/data15_5/fanhao/experiments/RRTMIL_SURV_REFERENCE && CUDA_VISIBLE_DEVICES=0 PYTHONPATH=/data15/data15_5/fanhao/projects/reference/RRT-MIL/Survival /data15/data15_5/fanhao/miniforge3/envs/rrtmil-surv/bin/python /data15/data15_5/fanhao/projects/reference/RRT-MIL/Survival/main.py --excel_file /data15/data15_5/fanhao/projects/MIRMIL/reports/rrtmil_survival_reference/csv/KIRC_UNI_OS_rrtmil.csv --folder resnet50 --model MeanMIL --num_epoch 1 --seed 1"	/data15/data15_5/fanhao/experiments/RRTMIL_SURV_REFERENCE/logs/smoke_KIRC_UNI_OS_MeanMIL_epoch1_20260716_103523.log	/data15/data15_5/fanhao/experiments/RRTMIL_SURV_REFERENCE/results/KIRC_UNI_OS_rrtmil/[MeanMIL]-[resnet50]-[2026-07-16]-[10-35-25]/fold_0/model_best_0.6687_0.pth.tar	Reference pipeline, dependency environment, CSV conversion, feature loading, training, validation, C-index, and checkpoint writing are functional; not a full 5-fold result.
